"id","aluno","materia","professor","data","dificuldade","nota","status"
2006,"Aluno 402","Matéria 10","Professor 1","2025-03-13","Fácil","70.32","Aprovado"
2007,"Aluno 402","Matéria 10","Professor 9","2025-03-13","Médio","40.91","Reprovado"
2008,"Aluno 402","Matéria 1","Professor 6","2025-03-13","Difícil","41.69","Reprovado"
2009,"Aluno 402","Matéria 6","Professor 3","2025-03-13","Difícil","59.44","Reprovado"
2010,"Aluno 402","Matéria 4","Professor 2","2025-03-13","Médio","2.63","Reprovado"
2011,"Aluno 403","Matéria 10","Professor 2","2025-03-13","Difícil","75.69","Aprovado"
2012,"Aluno 403","Matéria 10","Professor 3","2025-03-13","Fácil","36.11","Reprovado"
2013,"Aluno 403","Matéria 1","Professor 5","2025-03-13","Difícil","84.10","Aprovado"
2014,"Aluno 403","Matéria 1","Professor 6","2025-03-13","Difícil","49.66","Reprovado"
2015,"Aluno 403","Matéria 8","Professor 7","2025-03-13","Médio","52.33","Reprovado"
2016,"Aluno 404","Matéria 3","Professor 7","2025-03-13","Fácil","51.94","Reprovado"
2017,"Aluno 404","Matéria 9","Professor 3","2025-03-13","Fácil","9.12","Reprovado"
2018,"Aluno 404","Matéria 10","Professor 9","2025-03-13","Fácil","32.01","Reprovado"
2019,"Aluno 404","Matéria 10","Professor 8","2025-03-13","Médio","56.64","Reprovado"
2020,"Aluno 404","Matéria 7","Professor 1","2025-03-13","Médio","30.61","Reprovado"
2021,"Aluno 405","Matéria 5","Professor 6","2025-03-13","Médio","48.38","Reprovado"
2022,"Aluno 405","Matéria 9","Professor 4","2025-03-13","Difícil","74.81","Aprovado"
2023,"Aluno 405","Matéria 7","Professor 9","2025-03-13","Difícil","83.80","Aprovado"
2024,"Aluno 405","Matéria 1","Professor 10","2025-03-13","Médio","2.78","Reprovado"
2025,"Aluno 405","Matéria 2","Professor 3","2025-03-13","Difícil","56.73","Reprovado"
2026,"Aluno 406","Matéria 2","Professor 5","2025-03-13","Médio","26.56","Reprovado"
2027,"Aluno 406","Matéria 4","Professor 2","2025-03-13","Fácil","68.75","Reprovado"
2028,"Aluno 406","Matéria 6","Professor 6","2025-03-13","Fácil","82.67","Aprovado"
2029,"Aluno 406","Matéria 8","Professor 5","2025-03-13","Fácil","71.11","Aprovado"
2030,"Aluno 406","Matéria 6","Professor 8","2025-03-13","Difícil","79.31","Aprovado"
2031,"Aluno 407","Matéria 8","Professor 5","2025-03-13","Médio","75.55","Aprovado"
2032,"Aluno 407","Matéria 10","Professor 4","2025-03-13","Fácil","25.84","Reprovado"
2033,"Aluno 407","Matéria 5","Professor 4","2025-03-13","Difícil","64.75","Reprovado"
2034,"Aluno 407","Matéria 3","Professor 10","2025-03-13","Difícil","39.38","Reprovado"
2035,"Aluno 407","Matéria 1","Professor 9","2025-03-13","Difícil","92.25","Aprovado"
2036,"Aluno 408","Matéria 9","Professor 6","2025-03-13","Médio","17.56","Reprovado"
2037,"Aluno 408","Matéria 6","Professor 5","2025-03-13","Fácil","96.84","Aprovado"
2038,"Aluno 408","Matéria 10","Professor 9","2025-03-13","Difícil","44.21","Reprovado"
2039,"Aluno 408","Matéria 6","Professor 8","2025-03-13","Médio","84.50","Aprovado"
2040,"Aluno 408","Matéria 2","Professor 5","2025-03-13","Fácil","5.02","Reprovado"
2041,"Aluno 409","Matéria 6","Professor 7","2025-03-13","Fácil","26.58","Reprovado"
2042,"Aluno 409","Matéria 5","Professor 7","2025-03-13","Médio","90.75","Aprovado"
2043,"Aluno 409","Matéria 8","Professor 2","2025-03-13","Fácil","97.55","Aprovado"
2044,"Aluno 409","Matéria 8","Professor 10","2025-03-13","Difícil","25.55","Reprovado"
2045,"Aluno 409","Matéria 9","Professor 1","2025-03-13","Médio","99.94","Aprovado"
2046,"Aluno 410","Matéria 1","Professor 1","2025-03-13","Médio","39.58","Reprovado"
2047,"Aluno 410","Matéria 7","Professor 1","2025-03-13","Médio","86.88","Aprovado"
2048,"Aluno 410","Matéria 6","Professor 3","2025-03-13","Difícil","8.88","Reprovado"
2049,"Aluno 410","Matéria 4","Professor 6","2025-03-13","Médio","66.22","Reprovado"
2050,"Aluno 410","Matéria 10","Professor 4","2025-03-13","Difícil","4.61","Reprovado"
2051,"Aluno 411","Matéria 6","Professor 8","2025-03-13","Médio","93.21","Aprovado"
2052,"Aluno 411","Matéria 9","Professor 4","2025-03-13","Fácil","29.70","Reprovado"
2053,"Aluno 411","Matéria 8","Professor 10","2025-03-13","Fácil","89.13","Aprovado"
2054,"Aluno 411","Matéria 1","Professor 3","2025-03-13","Médio","1.39","Reprovado"
2055,"Aluno 411","Matéria 5","Professor 7","2025-03-13","Difícil","1.14","Reprovado"
2056,"Aluno 412","Matéria 2","Professor 4","2025-03-13","Médio","45.81","Reprovado"
2057,"Aluno 412","Matéria 1","Professor 7","2025-03-13","Difícil","74.85","Aprovado"
2058,"Aluno 412","Matéria 7","Professor 8","2025-03-13","Difícil","55.61","Reprovado"
2059,"Aluno 412","Matéria 3","Professor 7","2025-03-13","Fácil","40.12","Reprovado"
2060,"Aluno 412","Matéria 1","Professor 4","2025-03-13","Fácil","75.65","Aprovado"
2061,"Aluno 413","Matéria 1","Professor 7","2025-03-13","Difícil","12.67","Reprovado"
2062,"Aluno 413","Matéria 3","Professor 8","2025-03-13","Difícil","42.73","Reprovado"
2063,"Aluno 413","Matéria 1","Professor 3","2025-03-13","Difícil","93.81","Aprovado"
2064,"Aluno 413","Matéria 4","Professor 8","2025-03-13","Fácil","38.59","Reprovado"
2065,"Aluno 413","Matéria 6","Professor 2","2025-03-13","Fácil","31.75","Reprovado"
2066,"Aluno 414","Matéria 5","Professor 8","2025-03-13","Médio","25.58","Reprovado"
2067,"Aluno 414","Matéria 7","Professor 7","2025-03-13","Médio","95.22","Aprovado"
2068,"Aluno 414","Matéria 8","Professor 8","2025-03-13","Fácil","46.63","Reprovado"
2069,"Aluno 414","Matéria 6","Professor 7","2025-03-13","Médio","72.28","Aprovado"
2070,"Aluno 414","Matéria 1","Professor 1","2025-03-13","Fácil","10.15","Reprovado"
2071,"Aluno 415","Matéria 9","Professor 6","2025-03-13","Difícil","96.98","Aprovado"
2072,"Aluno 415","Matéria 6","Professor 4","2025-03-13","Médio","70.62","Aprovado"
2073,"Aluno 415","Matéria 5","Professor 10","2025-03-13","Médio","47.04","Reprovado"
2074,"Aluno 415","Matéria 6","Professor 1","2025-03-13","Médio","1.16","Reprovado"
2075,"Aluno 415","Matéria 4","Professor 7","2025-03-13","Fácil","51.51","Reprovado"
2076,"Aluno 416","Matéria 2","Professor 10","2025-03-13","Fácil","31.77","Reprovado"
2077,"Aluno 416","Matéria 1","Professor 5","2025-03-13","Difícil","73.70","Aprovado"
2078,"Aluno 416","Matéria 1","Professor 9","2025-03-13","Fácil","10.69","Reprovado"
2079,"Aluno 416","Matéria 5","Professor 6","2025-03-13","Difícil","80.52","Aprovado"
2080,"Aluno 416","Matéria 8","Professor 1","2025-03-13","Fácil","78.06","Aprovado"
2081,"Aluno 417","Matéria 10","Professor 5","2025-03-13","Médio","40.45","Reprovado"
2082,"Aluno 417","Matéria 2","Professor 3","2025-03-13","Fácil","22.56","Reprovado"
2083,"Aluno 417","Matéria 5","Professor 7","2025-03-13","Difícil","19.56","Reprovado"
2084,"Aluno 417","Matéria 4","Professor 10","2025-03-13","Fácil","26.12","Reprovado"
2085,"Aluno 417","Matéria 2","Professor 9","2025-03-13","Médio","55.89","Reprovado"
2086,"Aluno 418","Matéria 8","Professor 10","2025-03-13","Difícil","64.37","Reprovado"
2087,"Aluno 418","Matéria 7","Professor 7","2025-03-13","Difícil","87.63","Aprovado"
2088,"Aluno 418","Matéria 7","Professor 9","2025-03-13","Médio","45.23","Reprovado"
2089,"Aluno 418","Matéria 9","Professor 2","2025-03-13","Médio","26.87","Reprovado"
2090,"Aluno 418","Matéria 2","Professor 2","2025-03-13","Fácil","72.59","Aprovado"
2091,"Aluno 419","Matéria 7","Professor 7","2025-03-13","Fácil","16.44","Reprovado"
2092,"Aluno 419","Matéria 4","Professor 5","2025-03-13","Difícil","41.28","Reprovado"
2093,"Aluno 419","Matéria 6","Professor 2","2025-03-13","Fácil","24.09","Reprovado"
2094,"Aluno 419","Matéria 10","Professor 8","2025-03-13","Fácil","51.66","Reprovado"
2095,"Aluno 419","Matéria 3","Professor 9","2025-03-13","Médio","84.84","Aprovado"
2096,"Aluno 420","Matéria 10","Professor 9","2025-03-13","Difícil","11.13","Reprovado"
2097,"Aluno 420","Matéria 9","Professor 9","2025-03-13","Difícil","32.00","Reprovado"
2098,"Aluno 420","Matéria 6","Professor 7","2025-03-13","Médio","39.58","Reprovado"
2099,"Aluno 420","Matéria 5","Professor 1","2025-03-13","Difícil","74.97","Aprovado"
2100,"Aluno 420","Matéria 8","Professor 10","2025-03-13","Difícil","96.60","Aprovado"
2101,"Aluno 421","Matéria 2","Professor 10","2025-03-13","Médio","57.02","Reprovado"
2102,"Aluno 421","Matéria 10","Professor 8","2025-03-13","Difícil","80.66","Aprovado"
2103,"Aluno 421","Matéria 2","Professor 4","2025-03-13","Médio","6.83","Reprovado"
2104,"Aluno 421","Matéria 1","Professor 7","2025-03-13","Fácil","24.10","Reprovado"
2105,"Aluno 421","Matéria 9","Professor 5","2025-03-13","Fácil","40.76","Reprovado"
2106,"Aluno 422","Matéria 9","Professor 9","2025-03-13","Fácil","48.33","Reprovado"
2107,"Aluno 422","Matéria 9","Professor 10","2025-03-13","Médio","14.77","Reprovado"
2108,"Aluno 422","Matéria 9","Professor 5","2025-03-13","Difícil","76.67","Aprovado"
2109,"Aluno 422","Matéria 5","Professor 7","2025-03-13","Médio","43.94","Reprovado"
2110,"Aluno 422","Matéria 4","Professor 7","2025-03-13","Difícil","12.80","Reprovado"
2111,"Aluno 423","Matéria 8","Professor 8","2025-03-13","Difícil","52.99","Reprovado"
2112,"Aluno 423","Matéria 6","Professor 9","2025-03-13","Fácil","85.61","Aprovado"
2113,"Aluno 423","Matéria 3","Professor 2","2025-03-13","Difícil","51.31","Reprovado"
2114,"Aluno 423","Matéria 3","Professor 7","2025-03-13","Médio","41.08","Reprovado"
2115,"Aluno 423","Matéria 6","Professor 5","2025-03-13","Médio","27.78","Reprovado"
2116,"Aluno 424","Matéria 9","Professor 2","2025-03-13","Fácil","30.48","Reprovado"
2117,"Aluno 424","Matéria 9","Professor 7","2025-03-13","Fácil","57.66","Reprovado"
2118,"Aluno 424","Matéria 4","Professor 2","2025-03-13","Fácil","98.55","Aprovado"
2119,"Aluno 424","Matéria 3","Professor 1","2025-03-13","Difícil","71.06","Aprovado"
2120,"Aluno 424","Matéria 1","Professor 1","2025-03-13","Médio","22.05","Reprovado"
2121,"Aluno 425","Matéria 3","Professor 1","2025-03-13","Fácil","16.04","Reprovado"
2122,"Aluno 425","Matéria 7","Professor 6","2025-03-13","Difícil","62.21","Reprovado"
2123,"Aluno 425","Matéria 3","Professor 4","2025-03-13","Médio","63.89","Reprovado"
2124,"Aluno 425","Matéria 10","Professor 8","2025-03-13","Fácil","7.76","Reprovado"
2125,"Aluno 425","Matéria 9","Professor 6","2025-03-13","Fácil","19.90","Reprovado"
2126,"Aluno 426","Matéria 4","Professor 10","2025-03-13","Médio","83.01","Aprovado"
2127,"Aluno 426","Matéria 10","Professor 8","2025-03-13","Médio","94.88","Aprovado"
2128,"Aluno 426","Matéria 2","Professor 8","2025-03-13","Difícil","33.39","Reprovado"
2129,"Aluno 426","Matéria 5","Professor 10","2025-03-13","Fácil","62.06","Reprovado"
2130,"Aluno 426","Matéria 8","Professor 6","2025-03-13","Difícil","61.21","Reprovado"
2131,"Aluno 427","Matéria 3","Professor 7","2025-03-13","Fácil","1.55","Reprovado"
2132,"Aluno 427","Matéria 5","Professor 7","2025-03-13","Médio","8.10","Reprovado"
2133,"Aluno 427","Matéria 3","Professor 8","2025-03-13","Médio","97.73","Aprovado"
2134,"Aluno 427","Matéria 4","Professor 6","2025-03-13","Médio","37.19","Reprovado"
2135,"Aluno 427","Matéria 9","Professor 5","2025-03-13","Médio","73.01","Aprovado"
2136,"Aluno 428","Matéria 3","Professor 3","2025-03-13","Médio","20.04","Reprovado"
2137,"Aluno 428","Matéria 7","Professor 4","2025-03-13","Difícil","73.44","Aprovado"
2138,"Aluno 428","Matéria 3","Professor 9","2025-03-13","Difícil","73.28","Aprovado"
2139,"Aluno 428","Matéria 2","Professor 5","2025-03-13","Fácil","26.29","Reprovado"
2140,"Aluno 428","Matéria 6","Professor 5","2025-03-13","Fácil","85.16","Aprovado"
2141,"Aluno 429","Matéria 8","Professor 4","2025-03-13","Médio","72.36","Aprovado"
2142,"Aluno 429","Matéria 10","Professor 2","2025-03-13","Fácil","32.03","Reprovado"
2143,"Aluno 429","Matéria 2","Professor 7","2025-03-13","Difícil","97.93","Aprovado"
2144,"Aluno 429","Matéria 10","Professor 4","2025-03-13","Fácil","6.25","Reprovado"
2145,"Aluno 429","Matéria 6","Professor 5","2025-03-13","Médio","39.00","Reprovado"
2146,"Aluno 430","Matéria 8","Professor 10","2025-03-13","Difícil","35.56","Reprovado"
2147,"Aluno 430","Matéria 2","Professor 7","2025-03-13","Fácil","65.35","Reprovado"
2148,"Aluno 430","Matéria 9","Professor 5","2025-03-13","Difícil","5.57","Reprovado"
2149,"Aluno 430","Matéria 8","Professor 7","2025-03-13","Difícil","7.80","Reprovado"
2150,"Aluno 430","Matéria 7","Professor 3","2025-03-13","Fácil","72.58","Aprovado"
2151,"Aluno 431","Matéria 4","Professor 9","2025-03-13","Médio","84.32","Aprovado"
2152,"Aluno 431","Matéria 4","Professor 2","2025-03-13","Difícil","84.63","Aprovado"
2153,"Aluno 431","Matéria 2","Professor 6","2025-03-13","Difícil","54.37","Reprovado"
2154,"Aluno 431","Matéria 9","Professor 5","2025-03-13","Fácil","73.41","Aprovado"
2155,"Aluno 431","Matéria 1","Professor 2","2025-03-13","Difícil","77.07","Aprovado"
2156,"Aluno 432","Matéria 8","Professor 9","2025-03-13","Difícil","82.83","Aprovado"
2157,"Aluno 432","Matéria 7","Professor 7","2025-03-13","Fácil","64.30","Reprovado"
2158,"Aluno 432","Matéria 10","Professor 1","2025-03-13","Fácil","39.68","Reprovado"
2159,"Aluno 432","Matéria 7","Professor 2","2025-03-13","Fácil","48.81","Reprovado"
2160,"Aluno 432","Matéria 5","Professor 8","2025-03-13","Fácil","75.79","Aprovado"
2161,"Aluno 433","Matéria 6","Professor 6","2025-03-13","Difícil","97.57","Aprovado"
2162,"Aluno 433","Matéria 2","Professor 9","2025-03-13","Difícil","20.74","Reprovado"
2163,"Aluno 433","Matéria 6","Professor 9","2025-03-13","Médio","30.49","Reprovado"
2164,"Aluno 433","Matéria 9","Professor 4","2025-03-13","Fácil","57.67","Reprovado"
2165,"Aluno 433","Matéria 4","Professor 4","2025-03-13","Difícil","73.69","Aprovado"
2166,"Aluno 434","Matéria 1","Professor 9","2025-03-13","Fácil","46.83","Reprovado"
2167,"Aluno 434","Matéria 10","Professor 3","2025-03-13","Médio","92.33","Aprovado"
2168,"Aluno 434","Matéria 5","Professor 5","2025-03-13","Médio","63.36","Reprovado"
2169,"Aluno 434","Matéria 5","Professor 10","2025-03-13","Médio","74.49","Aprovado"
2170,"Aluno 434","Matéria 3","Professor 10","2025-03-13","Médio","65.75","Reprovado"
2171,"Aluno 435","Matéria 7","Professor 7","2025-03-13","Fácil","37.47","Reprovado"
2172,"Aluno 435","Matéria 8","Professor 5","2025-03-13","Médio","3.01","Reprovado"
2173,"Aluno 435","Matéria 8","Professor 3","2025-03-13","Médio","77.72","Aprovado"
2174,"Aluno 435","Matéria 5","Professor 8","2025-03-13","Difícil","67.99","Reprovado"
2175,"Aluno 435","Matéria 9","Professor 4","2025-03-13","Difícil","76.89","Aprovado"
2176,"Aluno 436","Matéria 4","Professor 9","2025-03-13","Difícil","73.52","Aprovado"
2177,"Aluno 436","Matéria 8","Professor 2","2025-03-13","Fácil","1.60","Reprovado"
2178,"Aluno 436","Matéria 3","Professor 4","2025-03-13","Fácil","3.89","Reprovado"
2179,"Aluno 436","Matéria 8","Professor 8","2025-03-13","Difícil","46.24","Reprovado"
2180,"Aluno 436","Matéria 6","Professor 3","2025-03-13","Difícil","40.08","Reprovado"
2181,"Aluno 437","Matéria 3","Professor 7","2025-03-13","Difícil","95.70","Aprovado"
2182,"Aluno 437","Matéria 1","Professor 3","2025-03-13","Médio","80.70","Aprovado"
2183,"Aluno 437","Matéria 6","Professor 10","2025-03-13","Difícil","67.95","Reprovado"
2184,"Aluno 437","Matéria 3","Professor 8","2025-03-13","Médio","89.07","Aprovado"
2185,"Aluno 437","Matéria 10","Professor 7","2025-03-13","Médio","4.70","Reprovado"
2186,"Aluno 438","Matéria 8","Professor 10","2025-03-13","Difícil","17.14","Reprovado"
2187,"Aluno 438","Matéria 2","Professor 2","2025-03-13","Fácil","7.49","Reprovado"
2188,"Aluno 438","Matéria 9","Professor 7","2025-03-13","Médio","16.32","Reprovado"
2189,"Aluno 438","Matéria 1","Professor 6","2025-03-13","Fácil","60.14","Reprovado"
2190,"Aluno 438","Matéria 3","Professor 10","2025-03-13","Difícil","80.42","Aprovado"
2191,"Aluno 439","Matéria 4","Professor 10","2025-03-13","Fácil","72.56","Aprovado"
2192,"Aluno 439","Matéria 4","Professor 3","2025-03-13","Difícil","76.02","Aprovado"
2193,"Aluno 439","Matéria 2","Professor 8","2025-03-13","Fácil","65.17","Reprovado"
2194,"Aluno 439","Matéria 2","Professor 1","2025-03-13","Difícil","13.28","Reprovado"
2195,"Aluno 439","Matéria 7","Professor 1","2025-03-13","Médio","28.15","Reprovado"
2196,"Aluno 440","Matéria 3","Professor 9","2025-03-13","Fácil","54.78","Reprovado"
2197,"Aluno 440","Matéria 10","Professor 3","2025-03-13","Fácil","10.90","Reprovado"
2198,"Aluno 440","Matéria 10","Professor 8","2025-03-13","Fácil","38.75","Reprovado"
2199,"Aluno 440","Matéria 4","Professor 7","2025-03-13","Difícil","83.45","Aprovado"
2200,"Aluno 440","Matéria 3","Professor 2","2025-03-13","Médio","99.90","Aprovado"
2201,"Aluno 441","Matéria 7","Professor 3","2025-03-13","Fácil","36.26","Reprovado"
2202,"Aluno 441","Matéria 9","Professor 10","2025-03-13","Médio","61.59","Reprovado"
2203,"Aluno 441","Matéria 10","Professor 1","2025-03-13","Médio","49.04","Reprovado"
2204,"Aluno 441","Matéria 10","Professor 2","2025-03-13","Fácil","91.86","Aprovado"
2205,"Aluno 441","Matéria 5","Professor 2","2025-03-13","Médio","64.47","Reprovado"
2206,"Aluno 442","Matéria 6","Professor 6","2025-03-13","Fácil","85.58","Aprovado"
2207,"Aluno 442","Matéria 10","Professor 5","2025-03-13","Difícil","17.20","Reprovado"
2208,"Aluno 442","Matéria 7","Professor 5","2025-03-13","Médio","77.37","Aprovado"
2209,"Aluno 442","Matéria 2","Professor 8","2025-03-13","Fácil","99.48","Aprovado"
2210,"Aluno 442","Matéria 8","Professor 1","2025-03-13","Difícil","74.56","Aprovado"
2211,"Aluno 443","Matéria 1","Professor 2","2025-03-13","Fácil","29.58","Reprovado"
2212,"Aluno 443","Matéria 4","Professor 5","2025-03-13","Difícil","34.55","Reprovado"
2213,"Aluno 443","Matéria 6","Professor 1","2025-03-13","Difícil","48.33","Reprovado"
2214,"Aluno 443","Matéria 6","Professor 8","2025-03-13","Difícil","6.71","Reprovado"
2215,"Aluno 443","Matéria 1","Professor 6","2025-03-13","Médio","80.67","Aprovado"
2216,"Aluno 444","Matéria 1","Professor 6","2025-03-13","Fácil","98.03","Aprovado"
2217,"Aluno 444","Matéria 6","Professor 10","2025-03-13","Médio","7.19","Reprovado"
2218,"Aluno 444","Matéria 2","Professor 9","2025-03-13","Difícil","26.56","Reprovado"
2219,"Aluno 444","Matéria 9","Professor 10","2025-03-13","Médio","43.31","Reprovado"
2220,"Aluno 444","Matéria 10","Professor 6","2025-03-13","Médio","77.34","Aprovado"
2221,"Aluno 445","Matéria 5","Professor 5","2025-03-13","Difícil","8.94","Reprovado"
2222,"Aluno 445","Matéria 1","Professor 6","2025-03-13","Médio","57.42","Reprovado"
2223,"Aluno 445","Matéria 2","Professor 2","2025-03-13","Difícil","51.63","Reprovado"
2224,"Aluno 445","Matéria 8","Professor 9","2025-03-13","Difícil","63.63","Reprovado"
2225,"Aluno 445","Matéria 9","Professor 8","2025-03-13","Difícil","11.96","Reprovado"
2226,"Aluno 446","Matéria 5","Professor 6","2025-03-13","Fácil","55.98","Reprovado"
2227,"Aluno 446","Matéria 6","Professor 2","2025-03-13","Fácil","47.50","Reprovado"
